label,text
comprar-linha,como posso obter uma linha telefônica expresso
reparar-linha,o telefone não é meu da minha é do meu irmão está cortado e a conta tá paga eu tô ligando na minha linha pra saber o que aconteceu
reparar-linha,eu quero que arrumem meu telefone
reparar-linha,o telefone não tá tocando
reparar-linha,eu quero reclamar do meu telefone fixo que está com defeito
pagar-conta,conta pagar minha conta
reparar-linha,recramação na linha
reparar-linha,a linha está com barulho
reparar-linha,reparo no telefone está desligado
reparar-linha,quero saber como destrava telefone
reparar-linha,eu queria solicitar o reparo da minha linha que esta com defeito
reparar-linha,chiado na linha problema defeito
reparar-linha,é falar com técnico porque o telefone não está recebendo chamada
comprar-linha,falar com um dos um dos atendente para pedir outra linha telefônica
comprar-linha,quero ter um telefone em casa
reparar-linha,estou com o telefone sem funcionar
reparar-linha,o meu telefone não está fazendo chamada
comprar-linha,eu quero pedir outra linha de telefone
reparar-linha,reparo na minha linha de telefone
reparar-linha,é que meu aparelho telefônico está com problema quer dizer a linha
reparar-linha,sobre conserto da minha linha telefônica
comprar-linha,quero a linha econômica
reparar-linha,é eu quero que vem alguém aqui na minha casa pra arrumar meu telefone fixo que não está funcionando
reparar-linha,como faço pra fazer um telegrama pelo telefone
comprar-linha,residencial quero nova linha
reparar-linha,o meu telefone não tá fazendo ligação é linha econômica e não liga aqui dentro do da cidade não tá fazendo ligação nem nada
mudar-endereco,quero conversar sobre mudança de endereço
reparar-linha,quero que conserte o meu telefone
reparar-linha,é pra fazer um reparo da minha linha fixo da produto
reparar-linha,conserto de linha por favor
pagar-conta,então eu tenho um débito não é da produto é da telefônica e eu gostaria de quitá-lo ele como que eu tô como que eu posso tá fazendo
reparar-linha,eu quero conserto do meu telefone
reparar-linha,desejo no reparo no telefone citado conserto
reparar-linha,informação do meu telefone que não está funcionando
reparar-linha,não recebo não consigo fazer ligação no meu telefone
comprar-linha,eu quero pedir uma linha
comprar-linha,como faço para aquisição de uma linha telefônica
mudar-endereco,eu mudei e preciso de uma transferência de endereço
reparar-linha,telefone tá cortado
pagar-conta,pagamento incorreto
reparar-linha,solicitação de conserto de linha
reparar-linha,é ver o reparo da linha telefone fixo
comprar-linha,contratar nova linha
mudar-endereco,quero alterar o endereço do meu telefone
reparar-linha,reclamar da linha de telefone
pagar-conta,estou com uma dívida eu quero quitar a dívida
reparar-linha,a minha linha não esta ligada
comprar-linha,como eu posso ter uma linha fixo sem é é
reparar-linha,problema na minha linha
comprar-linha,nova linha nova linha
reparar-linha,eu quero saber sobre a linha controle que eu assinei não resolve o problema
reparar-linha,a uns três dias o a linha foi cortada ninguém consegue fazer
comprar-linha,quero saber como que eu posso pedir uma linha
comprar-linha,solicitar linha nova
comprar-linha,eu quero adquirir um telefone fixo
reparar-linha,estou com um problema na minha linha telefônica
reparar-linha,telefone manutenção
reparar-linha,solicitar reparo da linha
reparar-linha,quero saber porque meu telefone esta desligado
reparar-linha,a não consigo fazer ligação externa
reparar-linha,solicito reparo e conserto da linha
reparar-linha,reparo de linha de telefone
reparar-linha,tô sem linha
reparar-linha,saber o porque eu não estou conseguindo fazer ligação
reparar-linha,quero falar sobre meu telefone está cortado
reparar-linha,é reparo numa linha numa linha
reparar-linha,o meu telefone toda vez que eu ligo ele consta que o número não existe
pagar-conta,pagar a dívida
reparar-linha,o telefone não está fazendo ligações
reparar-linha,esse telefone tá com a linha com bastante ruído
reparar-linha,quero serviço do meu telefone pro meu telefone
reparar-linha,estou com problema no meu telefone
reparar-linha,é quero reclamação tô sem linha
reparar-linha,é conserto na minha linha
reparar-linha,eu queria saber porque que meu telefone não esta fazendo
reparar-linha,meu telefone o meu telefone está desligado
reparar-linha,é telefone não funciona
reparar-linha,eu gostaria de pedir um reparo na minha linha telefônica que está com defeito
reparar-linha,desejo fazer manutenção na minha linha telefônica ruido anormal
reparar-linha,eu quero saber porque não tô conseguindo fazer ligação
reparar-linha,é reparo na na linha
reparar-linha,o telefone não disca pra fora
comprar-linha,prefiro preciso de uma linha telefônica
reparar-linha,reparo na linha tá com muita chiadeira
comprar-linha,como faço para solicitar a linha controle
comprar-linha,eu quero pedir uma linha telefônica
pagar-conta,pagar débitos antigos
reparar-linha,quero falar sobre a linha de telefone que esta quebrada aqui na rua
reparar-linha,reparo no produto telefone
reparar-linha,reparo na linha tá chiando e as pessoas ligam e meu telefone não toca e pra eles toca
mudar-endereco,mudança de endereço da conta
cancelar-conta,cancelei a minha conta e não foi cancelada
reparar-linha,tá tendo interferência na minha linha
mudar-endereco,eu gostaria de que eu estou mudando de endereço para mudar meu telefone
reparar-linha,como faço para resolver problema do meu telefone com defeito
reparar-linha,é conserto na linha telefônica
reparar-linha,sem telefone sem telefone
mudar-endereco,transferência de endereço de telefone
cancelar-conta,quero cancelar a minha conta
pagar-conta,pagar minha conta
reparar-linha,fazer reparo da linha
comprar-linha,pedir nova linha
reparar-linha,nenhum dessas opções eu quero o problema tá tô com problema no meu telefone tá uma chiadeira danada e não tô conseguindo
reparar-linha,o motivo o motivo da minha chamada é que eu eu pego o gancho já na mão já tá tudo ocupado
reparar-linha,eu quero conserto do telefone meu telefone tá sem linha
reparar-linha,quero saber porque meu telefone não tá recebendo chamada a cobrar
reparar-linha,motivo da linha linha cruzada
reparar-linha,não consigo fazer ligação do meu telefone o telefone eu recebo mais não posso ligar pra fora
cancelar-conta,como faço para cancelar débitos na minha conta de telefone
reparar-linha,meu telefone não está não está recebendo ligações
cancelar-servicos,eu quero cancelar o desper o despertador
reparar-linha,é sobre a minha linha de telefone que está com problema
pagar-conta,acertar conta atrasada que eu não pude
reparar-linha,saber porque meu telefone não funciona
comprar-linha,quero colocar a linha econômica
reparar-linha,ajuda é meu telefone com defeito
reparar-linha,é conserto de telefone
reparar-linha,foi mudado de linha eu quero porque meu telefone está desligado só tá recebendo
comprar-linha,quero um fixo
reparar-linha,meu telefone não faz ligação só recebo
reparar-linha,verificar problema no telefone
reparar-linha,quero saber porque que este número só dá temporariamente fora de serviço
reparar-linha,defeitos na linha
cancelar-conta,cancelar contrato de adesão
vago-visitaTecnica,é visita do técnico
reparar-linha,linha não está funcionando
comprar-linha,eu quero adquirir dez linhas telefônica
mudar-endereco,gostaria de saber a respeito de mudança de telefone de endereço
reparar-linha,é reparo na minha linha
reparar-linha,preciso de ligar não tô por causa que o telefone não tem
mudar-endereco,mudar o endereço do fixo
reparar-linha,eu quero saber sobre um defeito no meu telefone
reparar-linha,é um defeito no fixo
reparar-linha,assistência técnica telefone fixo
reparar-linha,preciso reparo na minha linha
pagar-conta,como eu faço para pagar a minha conta
cancelar-servicos,eu quero cancelar serviço de ligação para celular e é cobrar
comprar-linha,ativar produto fixo
reparar-linha,reparo da linha telefônica conserto
comprar-linha,eu quero solicitar uma nova linha
reparar-linha,gostaria de saber porque que meu telefone não recebe não faz chamada
reparar-linha,problema no produto fixo
reparar-linha,meu telefone ainda não está funcionando
comprar-linha,aquisição de linha nova
reparar-linha,quero saber porque meu telefone não está fazendo chamada
reparar-linha,eu quero que remexe no meu telefone que ele só toca pra atender e chamar não chama
reparar-linha,quero saber se estão clonando o meu telefone
reparar-linha,telefone não tá fazendo ligação
reparar-linha,motivo é que meu telefone não tá fazendo a minha linha só tá recebendo queria saber qual o motivo tenho quatro anos com ele
reparar-linha,preciso de conserto na linha telefônica caiu um poste
pagar-conta,quero saber qual conta vou pagar esse mês
reparar-linha,não está funcionando a minha linha
pagar-conta,eu tenho duas contas pra pagar aqui de segunda via e me ligaram aqui pra saber da conta
reparar-linha,o meu telefone a hora discado tem momentos que ele dá ocupado e momentos que não dá linha agora por exemplo está dando linha e não dá sinal de ocupado
reparar-linha,como posso fazer meu telefone funcionar
comprar-linha,pedir uma ligação de linha
reparar-linha,eu quero conserto pra para telefone que esta sem linha
reparar-linha,reclamar sobre a minha linha telefônica que não tá dando linha
vago-visitaTecnica,reagendar visita do técnico do internet
comprar-linha,quero pedir uma nova linha telefônica
reparar-linha,é problema na linha telefônica com barulho
reparar-linha,eu quero que venham reparar que meu telefone está chiando muito
reparar-linha,eu quero saber qual o problema com meu telefone
reparar-linha,reparo no meu telefone
reparar-linha,minha linha tá com defeito faz quarenta dias que eu não não tenho telefone
reparar-linha,é meu telefone está é temporariamente fora de serviço eu gostaria de saber porque
cancelar-servicos,cancelamento dos serviços da telefônica
reparar-linha,meu telefone só tá dando ocupado eu queria saber porque se vocês cortaram meu telefone que que aconteceu
reparar-linha,não tô conseguindo fazer chamadas
reparar-linha,eu quero uma solução para arrumar meu telefone
comprar-linha,ativação telefone produto fixo
reparar-linha,linha do telefone bloqueado
reparar-linha,consertar o telefone está quebrado
pagar-conta,fazer pagamento de conta
reparar-linha,defeito no telefone na linha de telefone
comprar-linha,como faço para adquirir uma linha lazer
pagar-conta,saber se uma conta foi paga
reparar-linha,preciso manutenção na minha linha
mudar-endereco,desejo querer alteração de endereço
reparar-linha,meu telefone está funcionando mas eu não tô conseguindo fazer ligação pra fora
